questionnaire_id,participant_id,condition_code,condition_order,answers_json,submitted_at
c5d2efd0-7797-4b38-b945-8a99c0093d24,P-A4880A1CE2,G,6,"{""engagement"": 5, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-17T12:19:41"", ""condition_code"": ""G"", ""condition_order"": 6, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-17T12:19:41
ad09c9d3-0354-4233-aa3b-c17ba32ced6e,P-A4880A1CE2,A,7,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 3, ""overall_satisfaction"": 5, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-17T12:26:30"", ""condition_code"": ""A"", ""condition_order"": 7, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-17T12:26:30
fa002c7b-e646-4aba-aca8-eb1a2d23ffce,P-A4880A1CE2,H,8,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-17T12:35:25"", ""condition_code"": ""H"", ""condition_order"": 8, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-17T12:35:25
3aed2e8f-3cb6-4d20-8206-2506779c94b8,P-C6EF7782E8,A,1,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T11:58:38"", ""condition_code"": ""A"", ""condition_order"": 1, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-16T11:58:38
f98717c9-139c-4149-a89b-8f3b486d11ff,P-C6EF7782E8,B,2,"{""engagement"": 3, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Curious"", ""Confused""], ""comments"": """", ""submitted_at"": ""2026-09-16T19:03:26"", ""condition_code"": ""B"", ""condition_order"": 2, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-16T19:03:26
4124b831-afa0-4c39-887f-1dc4109afb6d,P-C6EF7782E8,H,3,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T19:09:46"", ""condition_code"": ""H"", ""condition_order"": 3, ""latin_square_sequence"": 1, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-16T19:09:46
11e41755-6493-435f-ade2-ef3ad395f237,P-C6EF7782E8,C,4,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T19:37:34"", ""condition_code"": ""C"", ""condition_order"": 4, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-16T19:37:34
f7cb0162-9eb4-43e2-8980-da73cb89424c,P-C6EF7782E8,G,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested""], ""comments"": """", ""submitted_at"": ""2026-09-16T19:46:55"", ""condition_code"": ""G"", ""condition_order"": 5, ""latin_square_sequence"": 1, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-16T19:46:55
5cd82ee0-2555-41df-9154-1d3e73b9d76c,P-C6EF7782E8,D,6,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 2, ""coherence"": 2, ""topic_consistency"": 3, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Confused"", ""Bored"", ""Frustrated""], ""comments"": """", ""submitted_at"": ""2026-09-16T19:56:20"", ""condition_code"": ""D"", ""condition_order"": 6, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-16T19:56:20
ebe48007-568b-4dd3-9317-e97d31f5710e,P-C6EF7782E8,F,7,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Comfortable"", ""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-16T20:05:53"", ""condition_code"": ""F"", ""condition_order"": 7, ""latin_square_sequence"": 1, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-16T20:05:53
c308f379-6001-496b-adbb-a76ef6ce30e6,P-C6EF7782E8,E,8,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-16T20:13:57"", ""condition_code"": ""E"", ""condition_order"": 8, ""latin_square_sequence"": 1, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-16T20:13:57
3f74decd-74fc-406d-833d-b9b3bce7708a,P-E83994D768,B,1,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:23:33"", ""condition_code"": ""B"", ""condition_order"": 1, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T07:23:33
7a73ea55-1bcb-41ab-8c31-b75001f8a587,P-E83994D768,C,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:29:44"", ""condition_code"": ""C"", ""condition_order"": 2, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T07:29:44
fe85e4c1-c24b-48ed-afcb-fe8853b5a58f,P-E83994D768,A,3,"{""engagement"": 3, ""naturalness"": 2, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 1, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Bored"", ""Frustrated""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:50:18"", ""condition_code"": ""A"", ""condition_order"": 3, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T07:50:18
c5794bc6-e3b7-46c8-948a-4f7276258720,P-E83994D768,D,4,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 5, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:57:33"", ""condition_code"": ""D"", ""condition_order"": 4, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T07:57:33
17e02d4c-48b8-433a-9c72-65c0fd3dbe23,P-E83994D768,H,5,"{""engagement"": 3, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 3, ""overall_satisfaction"": 5, ""emotions"": [""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-15T08:04:48"", ""condition_code"": ""H"", ""condition_order"": 5, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T08:04:48
f0a08a01-85a1-48c6-90e4-27254254a94f,P-E83994D768,E,6,"{""engagement"": 5, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T08:14:51"", ""condition_code"": ""E"", ""condition_order"": 6, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T08:14:51
f4435bd9-c17a-4b61-93f0-05d4a4c68ca5,P-E83994D768,G,7,"{""engagement"": 4, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Neutral"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-15T08:22:20"", ""condition_code"": ""G"", ""condition_order"": 7, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T08:22:20
0ab6d23d-1774-4635-8fb0-02b59297b8fb,P-E83994D768,F,8,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested""], ""comments"": """", ""submitted_at"": ""2026-09-15T08:30:07"", ""condition_code"": ""F"", ""condition_order"": 8, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T08:30:07
852c1b18-3854-49da-8155-fe61fdd6f0b0,P-EAA9A620E2,H,1,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:24:51"", ""condition_code"": ""H"", ""condition_order"": 1, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T07:24:51
f398ac8c-aebe-4849-a66d-639f1fb2d071,P-EAA9A620E2,A,2,"{""engagement"": 3, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 2, ""willingness_continue"": 3, ""overall_satisfaction"": 3, ""emotions"": [""Confused""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:31:15"", ""condition_code"": ""A"", ""condition_order"": 2, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T07:31:15
8c2ad348-7d7f-4b3c-ae11-05f15f6f1151,P-EAA9A620E2,G,3,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 3, ""overall_satisfaction"": 3, ""emotions"": [""Interested"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:40:06"", ""condition_code"": ""G"", ""condition_order"": 3, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T07:40:06
1f087a2f-4c55-4bbb-bf58-b8ee69b4c27b,P-EAA9A620E2,B,4,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable"", ""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:51:25"", ""condition_code"": ""B"", ""condition_order"": 4, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T07:51:25
f1e125f0-66d2-4a35-b30e-b52b3059aa45,P-EAA9A620E2,F,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:57:43"", ""condition_code"": ""F"", ""condition_order"": 5, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T07:57:43
e3ea3bd8-cbda-4d5e-9ba7-6ce01dd83e29,P-EAA9A620E2,C,6,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-15T08:02:53"", ""condition_code"": ""C"", ""condition_order"": 6, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T08:02:53
4be2f953-a411-4c55-b636-6bfa7f4161a2,P-EAA9A620E2,E,7,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-15T08:12:08"", ""condition_code"": ""E"", ""condition_order"": 7, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T08:12:08
5bac2c86-2b75-418f-8703-de71b422e055,P-EAA9A620E2,D,8,"{""engagement"": 3, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 4, ""topic_consistency"": 3, ""willingness_continue"": 3, ""overall_satisfaction"": 3, ""emotions"": [""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-15T09:21:57"", ""condition_code"": ""D"", ""condition_order"": 8, ""latin_square_sequence"": 8, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T09:21:57
1d65132c-d7f9-49d7-8751-05b457e6b021,P-FB0E050FB9,F,1,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-14T13:53:31"", ""condition_code"": ""F"", ""condition_order"": 1, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-14T13:53:31
6a1cdc5b-cedc-4c3b-849d-f3992c16efb7,P-FB0E050FB9,G,2,"{""engagement"": 3, ""naturalness"": 3, ""responsiveness"": 2, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 2, ""overall_satisfaction"": 2, ""emotions"": [""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-14T14:01:52"", ""condition_code"": ""G"", ""condition_order"": 2, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-14T14:01:52
fe9c5ef6-f05a-4e44-8e83-078924c08e57,P-FB0E050FB9,E,3,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 5, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Interested""], ""comments"": """", ""submitted_at"": ""2026-09-14T14:10:30"", ""condition_code"": ""E"", ""condition_order"": 3, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-14T14:10:30
5e004b7c-9fd1-4cb2-8c40-dc58d634b02c,P-FB0E050FB9,H,4,"{""engagement"": 2, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 3, ""overall_satisfaction"": 2, ""emotions"": [""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-14T14:18:47"", ""condition_code"": ""H"", ""condition_order"": 4, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-14T14:18:47
a05e94a7-bcc0-4c7c-bdef-f79c169797f2,P-FB0E050FB9,D,5,"{""engagement"": 2, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 4, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 2, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-14T14:25:59"", ""condition_code"": ""D"", ""condition_order"": 5, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-14T14:25:59
5ba9b41d-921b-4231-87eb-77c8e69ead5b,P-FB0E050FB9,A,6,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 1, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Frustrated""], ""comments"": """", ""submitted_at"": ""2026-09-14T14:34:47"", ""condition_code"": ""A"", ""condition_order"": 6, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-14T14:34:47
e540c615-ef43-4512-8e69-1d504a8356ce,P-FB0E050FB9,C,7,"{""engagement"": 3, ""naturalness"": 2, ""responsiveness"": 2, ""coherence"": 3, ""topic_consistency"": 1, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Neutral"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-14T14:41:04"", ""condition_code"": ""C"", ""condition_order"": 7, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-14T14:41:04
82b64a01-8e64-4138-8cee-625fcfbc7455,P-FB0E050FB9,B,8,"{""engagement"": 3, ""naturalness"": 2, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 2, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-14T14:47:39"", ""condition_code"": ""B"", ""condition_order"": 8, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-14T14:47:39
